timestamp,open,high,low,close,volume
2023-11-19 18:00:00,15895.0,15903.75,15848.25,15853.75,6581
2023-11-19 18:30:00,15853.75,15868.25,15853.75,15864.25,2560
2023-11-19 19:00:00,15864.25,15867.5,15855.75,15865.0,2559
2023-11-19 19:30:00,15864.5,15869.5,15860.0,15863.75,1795
2023-11-19 20:00:00,15863.5,15872.5,15860.5,15865.75,2605
2023-11-19 20:30:00,15865.5,15865.5,15855.0,15860.0,2068
2023-11-19 21:00:00,15860.0,15864.5,15856.25,15862.25,1628
2023-11-19 21:30:00,15862.0,15864.75,15856.75,15861.75,1504
2023-11-19 22:00:00,15861.75,15861.75,15853.75,15856.5,1735
2023-11-19 22:30:00,15856.25,15859.75,15851.25,15852.5,1345
2023-11-19 23:00:00,15852.75,15858.25,15851.75,15857.0,1267
2023-11-19 23:30:00,15856.5,15857.25,15852.75,15854.0,779
2023-11-20 00:00:00,15854.25,15856.0,15848.75,15848.75,1500
2023-11-20 00:30:00,15849.0,15850.75,15837.25,15839.0,2082
2023-11-20 01:00:00,15839.0,15845.5,15838.5,15840.25,1685
2023-11-20 01:30:00,15840.75,15847.5,15840.25,15846.25,1374
2023-11-20 02:00:00,15846.25,15854.75,15845.0,15846.75,2753
2023-11-20 02:30:00,15846.25,15861.75,15844.5,15860.75,3217
2023-11-20 03:00:00,15860.75,15881.5,15860.75,15867.75,7847
2023-11-20 03:30:00,15868.0,15889.75,15866.25,15883.75,5665
2023-11-20 04:00:00,15884.25,15917.0,15884.25,15912.75,7509
2023-11-20 04:30:00,15912.25,15928.75,15909.0,15928.5,4345
2023-11-20 05:00:00,15928.5,15932.0,15914.75,15918.0,4098
2023-11-20 05:30:00,15917.75,15921.0,15908.0,15915.75,3085
2023-11-20 06:00:00,15915.25,15920.5,15909.25,15915.25,3382
2023-11-20 06:30:00,15915.25,15929.0,15905.25,15919.75,4164
2023-11-20 07:00:00,15919.25,15924.25,15913.5,15914.5,4193
2023-11-20 07:30:00,15914.75,15917.25,15891.0,15895.0,5682
2023-11-20 08:00:00,15895.0,15905.0,15887.25,15893.0,5912
2023-11-20 08:30:00,15893.5,15919.75,15887.5,15912.75,7337
2023-11-20 09:00:00,15913.0,15925.0,15890.5,15895.25,12317
2023-11-20 09:30:00,15895.0,15997.0,15894.75,15996.25,80948
2023-11-20 10:00:00,15996.0,16002.25,15937.75,15960.5,52766
2023-11-20 10:30:00,15960.5,16000.0,15942.25,15999.75,38499
2023-11-20 11:00:00,15999.5,16018.5,15999.5,16011.25,36505
2023-11-20 11:30:00,16011.25,16021.25,16001.5,16013.25,19074
2023-11-20 12:00:00,16013.75,16032.0,16003.5,16019.0,17990
2023-11-20 12:30:00,16019.25,16023.75,16009.75,16010.75,14023
2023-11-20 13:00:00,16011.25,16076.25,16010.25,16071.75,47916
2023-11-20 13:30:00,16071.5,16075.5,16063.75,16070.75,15993
2023-11-20 14:00:00,16071.0,16078.75,16058.75,16070.25,19336
2023-11-20 14:30:00,16070.5,16098.25,16070.5,16094.5,22584
2023-11-20 15:00:00,16094.75,16116.75,16090.25,16106.0,24021
2023-11-20 15:30:00,16105.75,16107.5,16075.5,16088.5,36801
2023-11-20 16:00:00,16088.5,16089.75,16079.25,16083.0,10071
2023-11-20 16:30:00,16082.75,16090.0,16081.5,16089.5,2259
2023-11-20 18:00:00,16087.5,16100.5,16083.0,16094.75,2846
2023-11-20 18:30:00,16095.0,16102.0,16091.75,16101.0,1537
2023-11-20 19:00:00,16100.5,16105.5,16092.75,16104.75,1854
2023-11-20 19:30:00,16105.0,16108.5,16101.25,16102.75,2183
2023-11-20 20:00:00,16102.75,16112.5,16098.0,16112.25,2635
2023-11-20 20:30:00,16112.0,16113.75,16101.5,16105.5,2375
2023-11-20 21:00:00,16105.25,16109.0,16102.75,16103.75,1343
2023-11-20 21:30:00,16104.25,16113.75,16103.5,16110.5,1564
2023-11-20 22:00:00,16110.75,16120.75,16109.5,16115.5,3122
2023-11-20 22:30:00,16115.5,16122.5,16109.0,16113.25,2526
2023-11-20 23:00:00,16113.25,16115.75,16111.5,16113.25,961
2023-11-20 23:30:00,16113.0,16113.5,16106.0,16109.25,1219
2023-11-21 00:00:00,16109.25,16113.75,16105.5,16106.75,1257
2023-11-21 00:30:00,16107.0,16111.5,16100.5,16103.75,2250
2023-11-21 01:00:00,16103.75,16105.25,16089.5,16094.75,2436
2023-11-21 01:30:00,16094.75,16103.0,16093.0,16102.5,1544
2023-11-21 02:00:00,16103.0,16104.0,16088.75,16092.5,2217
2023-11-21 02:30:00,16092.5,16093.25,16078.75,16082.5,3053
2023-11-21 03:00:00,16082.75,16091.0,16072.25,16078.25,5107
2023-11-21 03:30:00,16079.0,16089.5,16076.0,16084.5,3532
2023-11-21 04:00:00,16084.25,16089.0,16077.25,16086.25,3837
2023-11-21 04:30:00,16086.0,16091.75,16071.25,16075.0,3511
2023-11-21 05:00:00,16074.5,16088.25,16070.75,16085.75,2818
2023-11-21 05:30:00,16085.25,16094.25,16080.75,16081.0,2851
2023-11-21 06:00:00,16081.0,16084.5,16074.75,16079.75,3244
2023-11-21 06:30:00,16079.75,16081.25,16057.5,16061.25,5735
2023-11-21 07:00:00,16062.0,16071.0,16059.25,16067.0,4283
2023-11-21 07:30:00,16067.0,16074.75,16038.25,16041.75,7934
2023-11-21 08:00:00,16042.0,16043.25,16031.0,16034.0,8645
2023-11-21 08:30:00,16034.25,16040.0,16004.0,16007.25,16446
2023-11-21 09:00:00,16007.75,16020.5,16000.25,16013.75,14120
2023-11-21 09:30:00,16013.0,16020.75,15980.25,15985.25,69490
2023-11-21 10:00:00,15985.5,16003.25,15922.0,15927.25,57538
2023-11-21 10:30:00,15927.0,15948.75,15916.75,15942.25,44675
2023-11-21 11:00:00,15942.25,15953.0,15926.25,15947.5,32000
2023-11-21 11:30:00,15947.25,15962.25,15929.5,15960.75,27227
2023-11-21 12:00:00,15961.0,15975.0,15953.75,15971.75,20152
2023-11-21 12:30:00,15971.75,15990.0,15967.25,15986.75,20164
2023-11-21 13:00:00,15987.0,15987.75,15942.0,15953.75,28981
2023-11-21 13:30:00,15954.0,15985.0,15948.5,15975.25,19484
2023-11-21 14:00:00,15977.0,15992.0,15957.75,15973.75,27660
2023-11-21 14:30:00,15974.5,15987.25,15963.0,15986.25,19934
2023-11-21 15:00:00,15986.0,16001.25,15983.0,15991.25,22523
2023-11-21 15:30:00,15991.25,15993.25,15973.0,15988.5,32470
2023-11-21 16:00:00,15988.75,16025.0,15912.0,15986.25,20757
2023-11-21 16:30:00,15987.0,15990.5,15964.5,15968.5,6139
2023-11-21 18:00:00,15967.25,15969.0,15943.0,15950.75,3464
2023-11-21 18:30:00,15950.25,15955.25,15949.5,15954.75,1105
2023-11-21 19:00:00,15954.5,15966.0,15953.75,15958.5,2796
2023-11-21 19:30:00,15958.25,15965.25,15955.25,15965.0,1445
2023-11-21 20:00:00,15965.25,15966.75,15960.5,15964.25,1532
2023-11-21 20:30:00,15964.25,15972.75,15960.5,15968.25,2195
2023-11-21 21:00:00,15968.0,15971.0,15963.75,15970.0,1289
2023-11-21 21:30:00,15970.25,15984.25,15969.5,15978.5,2969
2023-11-21 22:00:00,15978.75,15981.75,15974.75,15975.5,1009
2023-11-21 22:30:00,15975.75,15975.75,15966.5,15970.5,1293
2023-11-21 23:00:00,15970.0,15970.75,15964.0,15969.75,1346
2023-11-21 23:30:00,15969.0,15971.75,15965.0,15971.25,773
2023-11-22 00:00:00,15971.5,15977.75,15962.25,15966.0,1732
2023-11-22 00:30:00,15966.0,15970.0,15960.25,15961.25,1343
2023-11-22 01:00:00,15961.5,15963.25,15946.25,15951.0,3030
2023-11-22 01:30:00,15951.25,15960.75,15950.5,15957.5,1759
2023-11-22 02:00:00,15957.5,15960.75,15950.5,15953.25,1595
2023-11-22 02:30:00,15953.5,15960.75,15942.75,15957.5,2934
2023-11-22 03:00:00,15957.75,15979.25,15956.0,15975.0,4631
2023-11-22 03:30:00,15975.5,15981.75,15951.5,15960.25,4244
2023-11-22 04:00:00,15959.75,15984.0,15954.5,15978.0,5459
2023-11-22 04:30:00,15977.75,15988.5,15972.75,15984.75,3619
2023-11-22 05:00:00,15985.0,16006.5,15983.0,16001.25,6164
2023-11-22 05:30:00,16001.25,16028.25,16001.25,16027.25,6584
2023-11-22 06:00:00,16027.0,16040.5,16019.25,16039.25,5937
2023-11-22 06:30:00,16038.75,16041.75,16025.5,16030.25,4773
2023-11-22 07:00:00,16030.5,16057.75,16026.0,16053.0,7303
2023-11-22 07:30:00,16053.0,16061.0,16043.75,16047.0,7476
2023-11-22 08:00:00,16046.75,16067.5,16043.5,16066.25,8915
2023-11-22 08:30:00,16066.25,16070.0,16043.25,16064.75,16093
2023-11-22 09:00:00,16065.25,16079.25,16053.75,16070.25,15109
2023-11-22 09:30:00,16069.75,16173.5,16035.0,16066.5,120826
2023-11-22 10:00:00,16067.0,16073.5,16005.5,16061.5,67676
2023-11-22 10:30:00,16061.5,16099.5,16027.0,16039.25,53739
2023-11-22 11:00:00,16039.75,16073.75,16035.0,16064.25,32544
2023-11-22 11:30:00,16064.75,16085.5,16059.5,16083.75,22040
2023-11-22 12:00:00,16083.75,16102.0,16073.5,16086.25,24815
2023-11-22 12:30:00,16086.5,16090.0,16058.0,16071.75,20506
2023-11-22 13:00:00,16072.0,16101.5,16067.25,16100.25,19611
2023-11-22 13:30:00,16100.5,16104.5,16082.75,16090.0,15574
2023-11-22 14:00:00,16090.25,16100.0,16081.0,16085.25,15243
2023-11-22 14:30:00,16085.0,16085.75,16012.25,16055.5,37737
2023-11-22 15:00:00,16055.5,16063.5,16045.5,16056.5,21405
2023-11-22 15:30:00,16056.5,16061.25,16043.5,16048.0,26327
2023-11-22 16:00:00,16048.0,16052.0,16038.0,16046.75,7193
2023-11-22 16:30:00,16046.25,16046.5,16040.5,16045.5,2396
2023-11-22 18:00:00,16036.75,16045.5,16034.5,16041.25,1575
2023-11-22 18:30:00,16041.5,16046.0,16040.5,16045.5,735
2023-11-22 19:00:00,16045.75,16047.0,16038.5,16041.5,1451
2023-11-22 19:30:00,16041.25,16047.75,16039.75,16047.25,883
2023-11-22 20:00:00,16047.25,16055.5,16045.5,16054.75,1474
2023-11-22 20:30:00,16054.5,16061.0,16053.5,16059.75,1391
2023-11-22 21:00:00,16060.25,16062.25,16056.0,16056.75,991
2023-11-22 21:30:00,16056.5,16058.75,16052.0,16053.0,1202
2023-11-22 22:00:00,16053.25,16054.0,16049.5,16051.0,703
2023-11-22 22:30:00,16051.0,16051.0,16046.0,16049.75,812
2023-11-22 23:00:00,16049.5,16049.75,16047.0,16049.5,299
2023-11-22 23:30:00,16049.25,16054.25,16049.0,16049.25,610
2023-11-23 00:00:00,16049.0,16053.0,16048.5,16052.75,577
2023-11-23 00:30:00,16053.0,16064.75,16053.0,16064.0,1234
2023-11-23 01:00:00,16064.25,16074.25,16064.25,16072.5,1894
2023-11-23 01:30:00,16072.25,16072.25,16062.5,16068.75,1373
2023-11-23 02:00:00,16068.5,16081.0,16068.5,16079.75,2573
2023-11-23 02:30:00,16079.5,16082.75,16073.75,16076.75,1736
2023-11-23 03:00:00,16077.0,16079.5,16063.0,16066.75,2559
2023-11-23 03:30:00,16066.25,16081.5,16062.75,16080.0,2026
2023-11-23 04:00:00,16079.5,16080.75,16069.0,16076.5,1747
2023-11-23 04:30:00,16076.5,16086.0,16070.25,16082.0,2139
2023-11-23 05:00:00,16082.0,16086.5,16069.25,16075.75,1638
2023-11-23 05:30:00,16075.5,16076.75,16064.75,16071.0,1606
2023-11-23 06:00:00,16071.0,16077.5,16068.0,16076.75,1664
2023-11-23 06:30:00,16076.75,16077.25,16070.25,16072.0,1196
2023-11-23 07:00:00,16072.25,16077.75,16067.5,16071.5,1543
2023-11-23 07:30:00,16071.5,16071.75,16058.0,16060.0,2006
2023-11-23 08:00:00,16060.5,16066.75,16057.5,16059.5,1737
2023-11-23 08:30:00,16059.5,16068.0,16057.0,16067.25,1462
2023-11-23 09:00:00,16067.5,16071.75,16060.5,16063.25,3079
2023-11-23 09:30:00,16063.0,16069.25,16054.75,16056.0,6834
2023-11-23 10:00:00,16056.75,16061.25,16051.5,16058.0,4301
2023-11-23 10:30:00,16058.5,16074.75,16057.25,16073.5,4272
2023-11-23 11:00:00,16073.25,16074.25,16064.0,16068.0,3152
2023-11-23 11:30:00,16068.0,16072.0,16062.25,16062.75,2156
2023-11-23 12:00:00,16062.75,16065.0,16061.25,16062.0,1719
2023-11-23 12:30:00,16062.25,16066.5,16058.5,16062.5,1435
2023-11-23 18:00:00,16062.5,16077.0,16060.75,16064.5,1254
2023-11-23 18:30:00,16065.0,16066.0,16059.5,16065.0,630
2023-11-23 19:00:00,16064.5,16069.5,16059.75,16068.75,1132
2023-11-23 19:30:00,16068.5,16070.75,16063.0,16069.25,898
2023-11-23 20:00:00,16069.0,16070.25,16059.75,16060.25,1319
2023-11-23 20:30:00,16060.0,16067.5,16058.5,16066.25,1072
2023-11-23 21:00:00,16066.5,16066.75,16057.25,16062.5,1210
2023-11-23 21:30:00,16062.5,16068.0,16059.5,16065.75,1363
2023-11-23 22:00:00,16066.0,16068.75,16061.0,16064.25,1144
2023-11-23 22:30:00,16064.25,16065.25,16059.25,16063.0,744
2023-11-23 23:00:00,16063.25,16063.75,16059.75,16063.5,576
2023-11-23 23:30:00,16063.75,16063.75,16060.5,16061.25,563
2023-11-24 00:00:00,16061.25,16062.75,16057.25,16059.75,1120
2023-11-24 00:30:00,16060.0,16062.25,16057.25,16060.5,653
2023-11-24 01:00:00,16060.5,16060.5,16050.75,16053.5,1636
2023-11-24 01:30:00,16053.0,16056.0,16044.25,16050.25,1493
2023-11-24 02:00:00,16050.5,16050.75,16029.0,16033.75,2959
2023-11-24 02:30:00,16033.5,16034.75,16026.25,16034.75,2087
2023-11-24 03:00:00,16034.75,16053.5,16028.75,16050.75,3975
2023-11-24 03:30:00,16050.75,16055.0,16041.0,16042.75,2165
2023-11-24 04:00:00,16043.5,16069.25,16042.0,16068.0,4643
2023-11-24 04:30:00,16067.75,16071.5,16054.75,16055.25,3551
2023-11-24 05:00:00,16055.5,16057.0,16039.75,16040.25,3448
2023-11-24 05:30:00,16040.5,16052.5,16029.5,16048.75,3755
2023-11-24 06:00:00,16048.75,16054.0,16024.5,16032.25,4750
2023-11-24 06:30:00,16032.25,16039.75,16031.25,16038.75,1970
2023-11-24 07:00:00,16038.5,16049.25,16036.5,16041.0,3775
2023-11-24 07:30:00,16041.0,16045.5,16032.75,16036.75,2936
