timestamp,open,high,low,close,volume
2023-11-19 18:00:00,15895.00,15903.75,15888.00,15893.25,571
2023-11-19 18:01:00,15893.00,15893.50,15877.75,15883.75,549
2023-11-19 18:02:00,15884.75,15888.25,15877.75,15881.00,414
2023-11-19 18:03:00,15881.00,15881.25,15873.00,15878.00,389
2023-11-19 18:04:00,15878.25,15881.75,15877.25,15880.75,192
2023-11-19 18:05:00,15880.00,15880.00,15875.50,15877.50,252
2023-11-19 18:06:00,15878.25,15879.25,15870.75,15873.25,426
2023-11-19 18:07:00,15873.50,15875.75,15873.25,15875.00,160
2023-11-19 18:08:00,15875.25,15875.25,15871.25,15871.50,113
2023-11-19 18:09:00,15872.00,15875.75,15871.00,15875.50,129
2023-11-19 18:10:00,15875.50,15876.75,15872.00,15872.50,215
2023-11-19 18:11:00,15873.50,15873.50,15866.00,15867.00,361
2023-11-19 18:12:00,15867.25,15867.25,15860.75,15863.50,550
2023-11-19 18:13:00,15863.75,15867.00,15862.50,15863.75,210
2023-11-19 18:14:00,15864.00,15866.25,15863.50,15864.00,104
2023-11-19 18:15:00,15864.75,15866.50,15864.00,15866.25,88
2023-11-19 18:16:00,15866.50,15867.00,15865.00,15865.00,65
2023-11-19 18:17:00,15865.25,15865.50,15860.00,15860.00,145
2023-11-19 18:18:00,15860.00,15861.75,15857.75,15859.00,170
2023-11-19 18:19:00,15859.00,15859.25,15851.00,15853.50,342
2023-11-19 18:20:00,15853.50,15854.50,15850.50,15851.50,216
2023-11-19 18:21:00,15851.75,15853.50,15848.25,15850.25,271
2023-11-19 18:22:00,15851.00,15852.25,15849.75,15852.00,92
2023-11-19 18:23:00,15852.25,15855.25,15852.25,15855.00,169
2023-11-19 18:24:00,15854.50,15855.50,15852.25,15854.25,90
2023-11-19 18:25:00,15853.75,15856.50,15853.75,15856.25,71
2023-11-19 18:26:00,15856.00,15856.00,15853.25,15854.25,82
2023-11-19 18:27:00,15854.00,15855.50,15853.00,15854.25,54
2023-11-19 18:28:00,15854.25,15854.25,15853.50,15854.25,30
2023-11-19 18:29:00,15854.25,15855.00,15853.75,15853.75,61
2023-11-19 18:30:00,15853.75,15857.00,15853.75,15857.00,113
2023-11-19 18:31:00,15857.00,15858.75,15857.00,15858.50,138
2023-11-19 18:32:00,15858.25,15859.00,15857.75,15859.00,54
2023-11-19 18:33:00,15858.50,15859.50,15857.25,15858.25,78
2023-11-19 18:34:00,15858.50,15860.00,15858.00,15860.00,68
2023-11-19 18:35:00,15860.00,15860.25,15858.00,15858.75,88
2023-11-19 18:36:00,15858.50,15859.25,15858.00,15859.25,51
2023-11-19 18:37:00,15859.50,15860.00,15858.50,15860.00,40
2023-11-19 18:38:00,15860.00,15860.00,15858.50,15859.00,39
2023-11-19 18:39:00,15858.50,15861.00,15857.75,15859.00,162
2023-11-19 18:40:00,15859.50,15861.00,15859.50,15860.75,42
2023-11-19 18:41:00,15860.75,15861.00,15859.25,15860.25,87
2023-11-19 18:42:00,15860.25,15861.75,15860.25,15860.75,37
2023-11-19 18:43:00,15860.25,15861.50,15860.25,15861.50,21
2023-11-19 18:44:00,15861.50,15865.25,15861.50,15864.75,228
2023-11-19 18:45:00,15864.75,15864.75,15861.00,15862.25,135
2023-11-19 18:46:00,15862.75,15866.00,15862.00,15864.25,178
2023-11-19 18:47:00,15863.75,15864.25,15862.50,15863.25,48
2023-11-19 18:48:00,15864.00,15866.00,15863.50,15864.25,93
2023-11-19 18:49:00,15864.50,15867.50,15864.50,15865.00,123
2023-11-19 18:50:00,15865.25,15866.50,15864.25,15866.00,93
2023-11-19 18:51:00,15865.25,15865.25,15863.50,15864.25,45
2023-11-19 18:52:00,15864.50,15865.50,15862.75,15865.00,108
2023-11-19 18:53:00,15864.75,15864.75,15863.00,15863.75,47
2023-11-19 18:54:00,15864.25,15866.50,15863.75,15866.00,74
2023-11-19 18:55:00,15866.50,15866.75,15864.50,15865.00,40
2023-11-19 18:56:00,15864.50,15867.25,15864.25,15867.25,62
2023-11-19 18:57:00,15867.50,15868.25,15866.00,15866.25,119
2023-11-19 18:58:00,15866.50,15867.25,15865.00,15865.00,79
2023-11-19 18:59:00,15865.00,15865.00,15862.75,15864.25,70
2023-11-19 19:00:00,15864.25,15865.25,15861.00,15861.50,168
2023-11-19 19:01:00,15862.25,15863.25,15859.25,15860.75,135
2023-11-19 19:02:00,15860.75,15863.00,15859.00,15859.00,105
2023-11-19 19:03:00,15859.25,15859.50,15857.50,15858.50,145
2023-11-19 19:04:00,15858.00,15859.75,15856.75,15858.50,108
2023-11-19 19:05:00,15858.75,15858.75,15856.25,15856.50,143
